scenario,workflow_yaml,agents_used,num_steps,complexity,is_valid,error_message
"""Search for the top 10 renewable energy startups, then for each startup, check their website and summarize their latest projects and funding information.""","assets:
  renewable_energy_startup_search:
    agent: brave_search
    description: ""Search for the top 10 renewable energy startups""
    type: table

  startup_websites:
    type: for_each
    description: ""Fetch each startup's website to read their latest projects and funding information""
    inputs: [renewable_energy_startup_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  startup_summary:
    agent: answerer
    description: ""Summarize the latest projects and funding information for all startups""
    type: table
    inputs: [startup_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Identify the top 10 highest-rated restaurants in New York City, then check each restaurant's website for their current menu and special offers.""","assets:
  restaurant_search:
    agent: brave_search
    description: ""Search for the top 10 highest-rated restaurants in New York City""
    type: table

  restaurant_websites:
    type: for_each
    description: ""Fetch each restaurant's website to check for their current menu and special offers""
    inputs: [restaurant_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  final_summary:
    agent: answerer
    description: ""Synthesize the current menus and special offers from all fetched restaurant websites""
    type: table
    inputs: [restaurant_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Identify the top 10 universities for computer science, then visit each university's website to gather information on their computer science curriculum and faculty.""","assets:
  university_search:
    agent: brave_search
    description: ""Search for the top 10 universities for computer science""
    type: table

  university_homepages:
    type: for_each
    description: ""Fetch each university's homepage to gather information on their computer science curriculum and faculty""
    inputs: [university_search]
    row_output: homepage_content
    row_chain:
      assets:
        homepage_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  final_summary:
    agent: answerer
    description: ""Synthesize information from all university homepages regarding their computer science curriculum and faculty""
    type: table
    inputs: [university_homepages]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Search for the top 10 summer vacation destinations, then fetch travel guides for each location to summarize the best activities available.""","assets:
  vacation_destinations_search:
    agent: brave_search
    description: ""Search for the top 10 summer vacation destinations""
    type: table

  travel_guide_fetch:
    type: for_each
    description: ""Fetch travel guides for each vacation destination to summarize activities""
    inputs: [vacation_destinations_search]
    row_output: guide_content
    row_chain:
      assets:
        guide_content:
          agent: url
          description: ""Visit the URL from this search result row for travel guides""
          type: text
          inputs: [__row__]

  activity_summary:
    agent: answerer
    description: ""Summarize the best activities available from all travel guides""
    type: table
    inputs: [travel_guide_fetch]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Find the latest 10 environmental sustainability reports from major corporations, then analyze each report's findings and recommendations.""","assets:
  sustainability_report_search:
    agent: brave_search
    description: ""Search for the latest environmental sustainability reports from major corporations""
    type: table

  sustainability_report_urls:
    type: for_each
    description: ""Fetch each sustainability report's URL to read its findings and recommendations""
    inputs: [sustainability_report_search]
    row_output: report_content
    row_chain:
      assets:
        report_content:
          agent: url
          description: ""Visit the URL from this search result row to read the report""
          type: text
          inputs: [__row__]

  final_analysis:
    agent: answerer
    description: ""Analyze the findings and recommendations from all sustainability reports""
    type: table
    inputs: [sustainability_report_urls]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""List the top 10 electric vehicle manufacturers, then visit each manufacturer's website to gather their latest vehicle models and specifications.""","assets:
  ev_manufacturer_search:
    agent: brave_search
    description: ""Search for the top electric vehicle manufacturers""
    type: table

  ev_manufacturer_websites:
    type: for_each
    description: ""Fetch each manufacturer's website to gather their latest vehicle models and specifications""
    inputs: [ev_manufacturer_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  final_vehicle_models:
    agent: answerer
    description: ""Synthesize the latest vehicle models and specifications from all manufacturers' websites""
    type: table
    inputs: [ev_manufacturer_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Identify the top 10 trending cryptocurrencies, then visit each coin's official website to gather information about their latest updates and market insights.""","assets:
  cryptocurrency_search:
    agent: brave_search
    description: ""Search for the top trending cryptocurrencies""
    type: table

  cryptocurrency_websites:
    type: for_each
    description: ""Visit each cryptocurrency's official website to gather the latest updates""
    inputs: [cryptocurrency_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  final_insights:
    agent: answerer
    description: ""Synthesize the latest updates and market insights from all cryptocurrency websites""
    type: table
    inputs: [cryptocurrency_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Identify the top 10 renewable energy startups, then visit each company's website to gather information on their latest projects and funding rounds.""","assets:
  renewable_energy_startups_search:
    agent: brave_search
    description: ""Search for the top renewable energy startups""
    type: table

  startup_webpages:
    type: for_each
    description: ""Fetch each startup's website to gather information on their latest projects and funding rounds""
    inputs: [renewable_energy_startups_search]
    row_output: webpage_content
    row_chain:
      assets:
        webpage_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  final_summary:
    agent: answerer
    description: ""Synthesize all collected information on renewable energy startups""
    type: table
    inputs: [startup_webpages]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""List the top 10 electric vehicle manufacturers, then for each manufacturer, check their official website for the latest model releases and specifications.""","assets:
  ev_manufacturers_search:
    agent: brave_search
    description: ""Search for the top electric vehicle manufacturers""
    type: table

  ev_manufacturer_websites:
    type: for_each
    description: ""Fetch each manufacturer's official website to read the latest model releases and specifications""
    inputs: [ev_manufacturers_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  final_ev_summary:
    agent: answerer
    description: ""Synthesize information from all manufacturers' websites about latest models and specifications""
    type: table
    inputs: [ev_manufacturer_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""List the top 10 electric vehicle manufacturers in 2023, then for each manufacturer, check their official website for the latest model releases and specifications.""","assets:
  ev_manufacturer_search:
    agent: brave_search
    description: ""Search for the top electric vehicle manufacturers in 2023""
    type: table

  ev_manufacturer_websites:
    type: for_each
    description: ""Fetch each manufacturer's official website to check latest model releases and specifications""
    inputs: [ev_manufacturer_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row to read the latest model releases""
          type: text
          inputs: [__row__]

  final_ev_report:
    agent: answerer
    description: ""Synthesize the information from all manufacturer websites about their latest model releases""
    type: table
    inputs: [ev_manufacturer_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Search for the top 10 universities for computer science, then visit each university's website to gather information on their latest research projects.""","assets:
  university_search:
    agent: brave_search
    description: ""Search for the top 10 universities for computer science""
    type: table

  university_websites:
    type: for_each
    description: ""Fetch each university's website to gather information on their latest research projects""
    inputs: [university_search]
    row_output: research_info
    row_chain:
      assets:
        research_info:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  final_research_summary:
    agent: answerer
    description: ""Synthesize information from all university websites about their latest research projects""
    type: table
    inputs: [university_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Search for the top 10 sustainable fashion brands, then visit each brand's website to gather information on their eco-friendly practices and product offerings.""","assets:
  sustainable_fashion_search:
    agent: brave_search
    description: ""Search for the top 10 sustainable fashion brands""
    type: table

  brand_websites:
    type: for_each
    description: ""Visit each brand's website to gather information on their eco-friendly practices and product offerings""
    inputs: [sustainable_fashion_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  eco_friendly_practices_summary:
    agent: answerer
    description: ""Synthesize all fetched content about eco-friendly practices and product offerings""
    type: table
    inputs: [brand_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Search for the top 10 most influential climate change organizations, then visit each organization's website to gather information about their current initiatives and projects.""","assets:
  climate_change_orgs_search:
    agent: brave_search
    description: ""Search for the top 10 most influential climate change organizations""
    type: table

  climate_change_orgs_websites:
    type: for_each
    description: ""Visit each organization's website to gather information about their current initiatives and projects""
    inputs: [climate_change_orgs_search]
    row_output: organization_content
    row_chain:
      assets:
        organization_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  initiatives_summary:
    agent: answerer
    description: ""Synthesize the information about current initiatives and projects from all organizations""
    type: table
    inputs: [climate_change_orgs_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Find the top 10 renewable energy startups, then check each company's website for their most recent funding rounds and press releases.""","assets:
  renewable_energy_startups_search:
    agent: brave_search
    description: ""Search for the top 10 renewable energy startups""
    type: table

  startup_homepages:
    type: for_each
    description: ""Fetch each startup's homepage to read their most recent funding rounds and press releases""
    inputs: [renewable_energy_startups_search]
    row_output: homepage_content
    row_chain:
      assets:
        homepage_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  final_summary:
    agent: answerer
    description: ""Synthesize the information from all startup homepages regarding funding rounds and press releases""
    type: table
    inputs: [startup_homepages]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Search for the top-rated restaurants in New York City, then visit each restaurant's website to check their current menus and hours of operation.""","assets:
  restaurant_search:
    agent: brave_search
    description: ""Search for the top-rated restaurants in New York City""
    type: table

  restaurant_websites:
    type: for_each
    description: ""Visit each restaurant's website to check their current menus and hours of operation""
    inputs: [restaurant_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Fetch the content of the restaurant's website""
          type: text
          inputs: [__row__]

  final_summary:
    agent: answerer
    description: ""Synthesize the website content to summarize menus and hours of operation for each restaurant""
    type: table
    inputs: [restaurant_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""List the top 10 emerging startups in sustainable fashion, then for each startup, visit their website and summarize their latest product offerings.""","assets:
  startup_search:
    agent: brave_search
    description: ""Search for the top 10 emerging startups in sustainable fashion""
    type: table

  startup_homepages:
    type: for_each
    description: ""Fetch each startup's homepage to read their latest product offerings""
    inputs: [startup_search]
    row_output: homepage_content
    row_chain:
      assets:
        homepage_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  final_summary:
    agent: answerer
    description: ""Summarize the latest product offerings from each startup""
    type: table
    inputs: [startup_homepages]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Retrieve the top 10 electric vehicle manufacturers, then for each manufacturer, search for their latest vehicle model and features.""","assets:
  ev_manufacturer_search:
    agent: brave_search
    description: ""Search for the top 10 electric vehicle manufacturers""
    type: table

  ev_model_fetch:
    type: for_each
    description: ""Fetch the latest vehicle model and features for each manufacturer""
    inputs: [ev_manufacturer_search]
    row_output: model_features_content
    row_chain:
      assets:
        model_features_content:
          agent: url
          description: ""Visit the URL from this search result row to read about the latest vehicle model and features""
          type: text
          inputs: [__row__]

  final_ev_comparison:
    agent: answerer
    description: ""Synthesize the latest vehicle models and features from all manufacturers""
    type: table
    inputs: [ev_model_fetch]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""List the top 10 renewable energy startups, then visit each startup's website to gather information on their latest projects and innovations.""","assets:
  renewable_energy_startup_search:
    agent: brave_search
    description: ""Search for the top renewable energy startups""
    type: table

  startup_websites:
    type: for_each
    description: ""Visit each startup's website to gather information on their latest projects and innovations""
    inputs: [renewable_energy_startup_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Fetch the content from the startup's website found in the search result""
          type: text
          inputs: [__row__]

  final_insights:
    agent: answerer
    description: ""Synthesize information from all fetched startup websites""
    type: table
    inputs: [startup_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Compile a list of the top 10 sustainable fashion brands, then visit each brand's website to gather information about their latest eco-friendly initiatives.""","assets:
  sustainable_fashion_search:
    agent: brave_search
    description: ""Search for the top 10 sustainable fashion brands""
    type: table

  brand_websites:
    type: for_each
    description: ""Visit each brand's website to gather information about their latest eco-friendly initiatives""
    inputs: [sustainable_fashion_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  eco_initiatives_summary:
    agent: answerer
    description: ""Compile the latest eco-friendly initiatives from all brands""
    type: table
    inputs: [brand_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Retrieve the top 10 renewable energy startups, then visit each company's website to gather information on their latest projects and partnerships.""","assets:
  renewable_energy_startups_search:
    agent: brave_search
    description: ""Search for the top 10 renewable energy startups""
    type: table

  startup_websites:
    type: for_each
    description: ""Visit each startup's website to gather information on their latest projects and partnerships""
    inputs: [renewable_energy_startups_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  final_information_synthesis:
    agent: answerer
    description: ""Synthesize all gathered information on the startups' latest projects and partnerships""
    type: table
    inputs: [startup_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Identify the top 10 cryptocurrency exchanges, then visit each exchange's website to gather their current trading fees and supported currencies.""","assets:
  exchange_search:
    agent: brave_search
    description: ""Search for the top cryptocurrency exchanges""
    type: table

  exchange_homepages:
    type: for_each
    description: ""Fetch each exchange's homepage to gather current trading fees and supported currencies""
    inputs: [exchange_search]
    row_output: homepage_content
    row_chain:
      assets:
        homepage_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  final_summary:
    agent: answerer
    description: ""Compile the current trading fees and supported currencies from all exchanges""
    type: table
    inputs: [exchange_homepages]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Identify the top 10 competitors in the renewable energy sector, then analyze each company's website for their latest sustainability reports.""","assets:
  renewable_energy_competitors_search:
    agent: brave_search
    description: ""Search for the top competitors in the renewable energy sector""
    type: table

  competitor_websites:
    type: for_each
    description: ""Fetch each competitor's website to analyze their latest sustainability reports""
    inputs: [renewable_energy_competitors_search]
    row_output: sustainability_report_content
    row_chain:
      assets:
        sustainability_report_content:
          agent: url
          description: ""Visit the URL from this search result row to read the sustainability report""
          type: text
          inputs: [__row__]

  sustainability_reports_analysis:
    agent: answerer
    description: ""Analyze all competitors' sustainability reports gathered from their websites""
    type: table
    inputs: [competitor_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Search for the top 10 renewable energy startups, then access each company's website to retrieve their latest funding announcements.""","assets:
  renewable_energy_startup_search:
    agent: brave_search
    description: ""Search for the top 10 renewable energy startups""
    type: table

  startup_homepages:
    type: for_each
    description: ""Fetch each startup's homepage to read their latest funding announcements""
    inputs: [renewable_energy_startup_search]
    row_output: funding_announcement_content
    row_chain:
      assets:
        funding_announcement_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  final_funding_summary:
    agent: answerer
    description: ""Synthesize all funding announcements from the startups""
    type: table
    inputs: [startup_homepages]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Find the top 10 sustainable fashion brands, then visit each brand's website to gather information on their latest eco-friendly initiatives.""","assets:
  sustainable_fashion_search:
    agent: brave_search
    description: ""Search for the top 10 sustainable fashion brands""
    type: table

  brand_websites:
    type: for_each
    description: ""Visit each brand's website to gather information on their latest eco-friendly initiatives""
    inputs: [sustainable_fashion_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  eco_initiatives_summary:
    agent: answerer
    description: ""Summarize all gathered information on eco-friendly initiatives from the brands""
    type: table
    inputs: [brand_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""List the top 10 renewable energy startups, then review each company's website to compile their latest funding information and project updates.""","assets:
  renewable_energy_startup_search:
    agent: brave_search
    description: ""Search for the top 10 renewable energy startups""
    type: table

  startup_homepages:
    type: for_each
    description: ""Fetch each startup's homepage to read their latest funding information and project updates""
    inputs: [renewable_energy_startup_search]
    row_output: homepage_content
    row_chain:
      assets:
        homepage_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  funding_and_updates_summary:
    agent: answerer
    description: ""Compile the latest funding information and project updates from all startups' homepages""
    type: table
    inputs: [startup_homepages]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Identify the top 10 electric vehicle manufacturers, then visit each company's website to gather information on their latest models and specifications.""","assets:
  ev_manufacturer_search:
    agent: brave_search
    description: ""Search for the top electric vehicle manufacturers""
    type: table

  ev_manufacturer_websites:
    type: for_each
    description: ""Visit each manufacturer's website to gather information on their latest models and specifications""
    inputs: [ev_manufacturer_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Fetch the content from the manufacturer's website""
          type: text
          inputs: [__row__]

  ev_manufacturer_info:
    agent: answerer
    description: ""Synthesize the gathered information on the latest models and specifications from all manufacturers""
    type: table
    inputs: [ev_manufacturer_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Search for the top 10 healthiest fruits, then for each fruit, find and summarize the nutritional benefits from trusted health websites.""","assets:
  fruit_health_search:
    agent: brave_search
    description: ""Search for the top 10 healthiest fruits""
    type: table

  fruit_nutrition_pages:
    type: for_each
    description: ""Fetch the nutritional benefits for each healthy fruit from trusted health websites""
    inputs: [fruit_health_search]
    row_output: nutrition_content
    row_chain:
      assets:
        nutrition_content:
          agent: url
          description: ""Visit the URL from this search result row to read nutritional benefits""
          type: text
          inputs: [__row__]

  final_nutrition_summary:
    agent: answerer
    description: ""Summarize the nutritional benefits of the top 10 healthiest fruits""
    type: table
    inputs: [fruit_nutrition_pages]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Compile a list of the top 10 trending movies this month, then check each movie's official website for the latest trailers and promotional materials.""","assets:
  trending_movies_search:
    agent: brave_search
    description: ""Search for the top 10 trending movies this month""
    type: table

  movie_websites:
    type: for_each
    description: ""Fetch each movie's official website to check for trailers and promotional materials""
    inputs: [trending_movies_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  final_trailer_summary:
    agent: answerer
    description: ""Compile the trailers and promotional materials from all movie websites""
    type: table
    inputs: [movie_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Search for the best-rated restaurants in New York City, then visit each restaurant's website to check their current menus and hours of operation.""","assets:
  restaurant_search:
    agent: brave_search
    description: ""Search for the best-rated restaurants in New York City""
    type: table

  restaurant_websites:
    type: for_each
    description: ""Visit each restaurant's website to check their current menus and hours of operation""
    inputs: [restaurant_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Fetch the content from the restaurant's website""
          type: text
          inputs: [__row__]

  final_summary:
    agent: answerer
    description: ""Compile the details of the menus and hours of operation from all restaurant websites""
    type: table
    inputs: [restaurant_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
